sub,root,pre,entity,sub_adj,pre_adj 
空,企业名单,空,方案|农业|企业名单,空,一二三产业|“|百千|”|增产|增效|行动|方案|第二|批|农业|企业名单
空,企业名单,空,方案|制造业|重点|企业名单,空,一二三产业|“|百千|”|增产|增效|行动|方案|第二批|制造业|重点|企业名单
空,公告,名单,福建省|2020年|科技型|名单|公告,空,福建省|2020年|第七|批|入库|科技型|中小企业|名单|的|公告
空,继续,试点工作,企业|科研|基础|设施|科研|仪器|社会|试点工作,空,继续|开展|企业|重大|科研|基础|设施|和|大型|科研|仪器|向|社会|开放|服务|试点工作
福建,加快,行动计划,新能源|汽车|推广应用|产业|高质量|福建|三年|行动计划,“|电动|”,进一步|加快|新能源|汽车|推广应用|和|产业|高质量|发展|推动|福建|建设|三年|行动计划
空,创建,实施细则,福建省|工业|精品|线路|实施细则,空,创建|福建省|工业|旅游|精品|线路|实施细则
空,工业,暂行办法,福建省|工业|暂行办法,空,福建省|工业|和|信息化|节能|监察|管理|暂行办法
空,认定,公示,2020年|工业|中心|名单,空,拟|认定|2020年|省级|工业|设计|中心|名单|公示
空,产品,空,年度|福建省|工业|产品,空,2020|年度|第一|批|福建省|工业|和|信息化|重点|新|产品
能力,提升,意见,福建省|制造业|能力|行动计划|意见,福建省|设计,制造业|能力|提升|专项|行动计划|实施|意见
账款,补充,通知,账款|试点工作|通知,应收,账款|融资|试点工作|的|补充|通知
企业,公布,情况,2020年|省|科技|小巨人|领军|企业|名单|情况,省|领军,公布|2020年|科技|小巨人|企业|新增|培育|名单|等|情况
空,企业,空,年度|福建省政府|质量奖|企业|组织|指标,空,2020|年度|福建省政府|质量奖|申报|企业|/|组织|指标|公示
空,举办,中国,福建|2020年|中国|福建省|区域,空,举办|第三|届|“|创响|福建|”|中小企业|创新|创业|大赛|暨|2020年|“|创客|中国|”|中小企业|创新|创业|大赛|福建省|区域|赛
空,做好,工作,年度|能权|指标,空,做好|2019|年度|用|能权|指标|清缴|工作
空,发布,名单,2020年|上半年|省|重点|技术改造|项目|名单,空,发布|2020年|上半年|省|重点|技术改造|项目|名单
阶段性,延长,问题,阶段性|企业|社会保险费|政策|期限|问题,空,延长|阶段性|减免|企业|社会保险费|政策|实施|期限|等|问题
空,办法,空,福建省|工业|项目|行政|办法,空,福建省|工业|项目|招标|投标|行政|监管|办法
空,发布,名单,2020年|福建省|工业|龙头企业|名单,空,发布|2020年|福建省|工业|和|信息化|省级|龙头企业|名单
民营企业,营造,措施,环境|民营企业|措施,空,营造|更好|发展|环境|支持|民营企业|改革|发展|的|若干|措施
空,做好,活动,2020年|福建省|宣传周,空,做好|2020年|福建省|节能|宣传周|活动
农产品,实施方案,村,互联网|农产品|村|工程|实施方案,空,“|互联网|+|”|农产品|出|村|进城|工程|实施方案
空,公布,企业名单,福建省|2020年|高新技术|企业名单,空,公布|福建省|2020年|第一|批|更名|高新技术|企业名单
空,措施,均等化,户籍制度|公共服务|均等化|措施,空,关于|深化|户籍制度|改革|促进|基本|公共服务|均等化|的|若干|措施
项目,批复,立项,科技|经济|重点|项目,2020|重点|专项,批复|“|科技|助力|经济|”|项目|立项
空,公布,名单,福建省|绿色|名单,空,公布|福建省|第三|批|绿色|制造|名单
空,公布,名单,年度|福建省|公共服务|平台|网络|绩效评价|平台|名单,空,公布|2019|年度|福建省|中小企业|公共服务|平台|网络|运营|绩效评价|排名|前十名|平台|名单
空,做好,建设,企业,空,进一步|做好|产|教|融合|型|企业|建设|培育|工作
空,公告,名单,福建省|2020年|科技型|名单|公告,空,福建省|2020年|第六|批|入库|科技型|中小企业|名单|的|公告
空,组织,工作,工,空,组织|实施|以|工|代训|工作
龙头企业,发布,名单,2020年|福建省|工业|龙头企业|名单,工业,2020年|福建省|和|信息化|省级|龙头企业|拟|发布|名单
组织,开展,行动,组织|消费品|工业,空,组织|开展|消费品|工业|“|2020|线上|升级|”|行动
空,公示,空,科技|经济|重点|项目,空,“|科技|助力|经济|2020|”|重点|专项|拟|立项|项目|公示
企业,研发,实施细则,福建省|企业|实施细则|2020-2022年,福建省,企业|研发|投入|分段|补助|实施细则|(|2020-2022年|）
空,公示,空,2019年|福建省|专利|奖|名单,空,2019年|福建省|专利|奖|拟|奖励|名单|公示
企业,做好,工作,企业,空,进一步|做好|面临|暂时|性生产|经营|困难|且|恢复|有望|企业|稳岗|返还|工作
批,公示,企业名单,福建省|2020年|高新技术|企业名单,第一,公示|福建省|2020年|批|拟|更名|高新技术|企业名单
能力,建设,方案,福建省|生态环境|能力|三年|方案,福建省|生态环境|监管,能力|建设|三年|行动|方案
空,要点,空,2020年|数字|福建|要点,空,2020年|数字|福建|工作|要点
空,推动,发展,品牌|便利店,空,推动|我省|品牌|连锁|便利店|加快|发展
政府部门,保留,清单,福建省|政府部门|行政|中介|事项|清单,福建省|省级,政府部门|保留|为|行政|审批|必要条件|的|中介|服务|事项|清单
政府,公布,清单,福建省|行政|事业|单位|政府|清单,单位,公布|福建省|省级|行政|事业|政府|定价|管理|涉企|收费|清单
空,做好,措施,措施,空,进一步|做好|稳|就业|保|就业|工作|若干|措施
空,企业名单,空,年度|全省|数字|经济|领域|企业名单,空,2020|年度|全省|数字|经济|领域|创新|企业名单
中小企业,促进,平稳,,空,促进|中小企业|平稳|健康|发展
空,实施,意见,文化|场所|肺炎|疫情|意见,空,关于|做好|文化|旅游|场所|新|冠|肺炎|疫情|常态化|防控|和|安全|有序|开放|工作|的|实施|意见
百千,一二三产业,企业名单,福建省|制造业|重点|企业名单,“|”,福建省|一二三产业|百千|增产|增效|行动|制造业|重点|企业名单
百千,增产,实施方案,福建省|建筑业|实施方案,“|”,福建省|建筑业|百千|增产|增效|行动|实施方案
空,开展,工作,数据中心|企业|电力|市场,空,开展|大|数据中心|企业|电力|市场|注册|工作
福建省,深化,方案,福建省|民营企业|方案,空,福建省|深化|服务|民营企业|“|三|个|一百|”|活动|方案
空,扎实,任务,任务,空,扎实|做好|“|六|稳|”|工作|落实|“|六|保|”|任务|的
空,实施,企业名单,方案|服务业|企业名单,空,实施|一二三产业|“|百千|”|增产|增效|行动|方案|第一|批|服务业|企业名单
实验室,认定,名单,年度|福建省|企业|重点|实验室|名单,年度|企业|重点,2019-2020|福建省|实验室|拟|认定|建设|名单
福建,建设,领导小组办公室,福建省|数字|福建|领导小组办公室,数字,福建省|福建|建设|领导小组办公室
空,福建省商务厅,空,福建省商务厅,空,福建省商务厅
空,表彰,决定,第十七届|福建|青年|五四|奖章|集体|个人|决定,空,表彰|第十七届|“|福建|青年|五四|奖章|”|集体|和|个人|的|决定
空,公告,名单,福建省|2020年|科技型|名单|公告,空,福建省|2020年|第四|批|入库|科技型|中小企业|名单|的|公告
空,初评,公告,年度|福建省|科学技术|奖|项目|公告,空,2019|年度|福建省|科学技术|奖|初评|通过|项目|的|公告
行业,做好,手拉手,纾困|消费品|行业|线上|交易|开拓市场,消费品,做好|助|企|纾困|促进|行业|“|手拉手|”|和|线上|交易|开拓市场
空,方案,空,福建省|2020年|方案,空,福建省|2020年|淘汰|落后|产能|工作|方案
空,方案,空,福建省|2020年|方案,空,福建省|2020年|淘汰|落后|产能|工作|方案
空,征集,单位,中国|海峡|项目|成果|交易会|福建|工业|单位|产品,空,征集|第十八|届|中国|·|海峡|创新|项目|成果|交易会|福建|工业|和|信息化|馆|参展|单位|和|产品
空,促进,发展,家禽业|质量,空,促进|家禽业|高|质量|发展
空,公告,名单,福建省|2020年|科技型|名单|公告,空,福建省|2020年|第三|批|入库|科技型|中小企业|名单|的|公告
电力,落实,交易,内需|重点|商贸|企业|电力,空,落实|促|消费|扩|内需|支持|重点|商贸|企业|开展|电力|直接|交易
服务,促进,发展,福建省|互联网|社会,“|互联网|社会|”,福建省|促进|+|服务|发展
空,文件,空,福建工|信|厅|福建省|工业|项目|行政|办法|文件,空,福建工|信|厅|福建省|工业|项目|招标|投标|行政|监管|办法|等|文件
经济,加快,措施,线|上|经济|措施,空,加快|线|上|经济|发展|的|若干|措施
中小企业,运用,发展,政府采购|政策,空,运用|政府采购|政策|促进|中小企业|发展
空,开展,试点工作,企业|质量|试点工作,空,开展|小|微|企业|质量|管理|提升|行动|试点工作
资金,关于,通知 ,财政部 发改委 工信部 人民银行 审计署|疫情|疫情|重点|企业|资金|通知 ,企业,贯彻落实|财政部 发改委 工信部 人民银行 审计署|关于|打赢|疫情|防控|阻击战 强化|疫情|防控|重点|保障|资金|支持|的|紧急|通知 
项目,推介,方案,2020年|项目|方案,2020年,项目|推介|对接|工作|方案
账款,清理,规定,福建省|民营企业|账款|规定,中小企业,福建省|清理|拖欠|民营企业|账款|投诉|举报|有关|规定
疫情,支持,防控,措施|硬核|科技|疫情|经济社会,更多|服务,12|条|措施|支持|“|硬核|科技|”|疫情|防控|和|经济社会|发展
空,促进,措施,福建省|措施,空,进一步|促进|福建省|首|台|重大|技术装备|示范|应用|若干|措施
空,做好,工作,疫情|期间|基地,空,做好|疫情|期间|创业|孵化|基地|运营|补贴|发放|工作
福建省,公告,名单,福建省|2020年|科技型|名单|公告,空,福建省|2020年|第二批|入库|科技型|中小企业|名单|的|公告
企业,促进,措施,工业|企业|措施,工业,促进|企业|复产|达产|若干|措施
疫情,出台,脱贫,福建|措施|疫情,空,福建|出台|十九|条|措施|应对|疫情|影响|决战|决胜|脱贫|攻坚
企业,防控,情况,全国|疫情|重点|企业名单|内|企业|情况,内|我省,全国|疫情|防控|重点|保障|企业名单|企业|支持|情况
空,落实,问题,阶段性|企业|社会保险费|问题,空,落实|阶段性|减免|企业|社会保险费|工作|有关|问题
服务 全力,措施,通知,福建省|冠状|病毒感染|肺炎|疫情|措施|金融|服务 全力|冠状|病毒感染|肺炎|疫情|通知,金融,福建省|应对|新型|冠状|病毒感染|的|肺炎|疫情|扎实|做好|“|六|稳|”|工作|的|若干|措施|》|和|《|关于|进一步|做好|服务 全力|保障|防控|新型|冠状|病毒感染|肺炎|疫情|工作|的|通知
空,做好,合法权益,期间|消费者|合法权益,空,做好|3·15|期间|有关|工作|切实|保护|消费者|合法权益
事业,推进,措施,住房|城乡建设|事业|措施,城乡建设,全面|推进|复工|复产|促进|住房|事业|健康|发展|的|若干|措施
服务业,应对,措施,新冠肺炎|疫情|交通运输|现代|服务业|措施,交通运输|现代,应对|新冠肺炎|疫情|支持|服务业|发展|若干|措施
建设,加快,措施,重大项目|措施,空,加快|推进|重大项目|建设|促进|稳|投资|的|若干|措施
空,支持,措施,网络|产业|措施,空,进一步|支持|5|G|网络|建设|和|产业|发展|若干|措施
空,万吨,空,福建省|以下|煤矿|方案,空,福建省|30|万吨|/|年|以下|煤矿|分类|处置|工作|方案
空,减免,实施办法,阶段性|企业|社会保险费|实施办法,空,阶段性|减免|企业|社会保险费|实施办法
空,公告,名单,福建省|2020年|科技型|名单|公告,空,福建省|2020年|第一|批|入库|科技型|中小企业|名单|的|公告
空,加快,建设,渔港,空,进一步|加快|渔港|建设
福建省,减免,实施办法,福建省|阶段性|企业|社会保险费|实施办法,空,福建省|阶段性|减免|企业|社会保险费|实施办法
企业,推进,达产,工业|企业,工业,全面|推进|企业|复产|达产
空,做好,工作,年度|科技,空,做好|2020|年度|科技|创新|券|补助|工作
空,措施,发展,企业|措施,空,支持|企业|恢复|发展|的|若干|措施
复工,推动,措施,农业|复工|春季|农业|措施,农业,全面|推动|复工|复产|扎实|抓好|春季|农业|生产|二十|条|措施
建设工程,转发,复工,电力|建设工程|复工,电力,转发|进一步|做好|建设工程|开|复工|安全|管理|有关|工作
空,报送,工作,短板|项目,空,报送|2020|年|补|短板|稳|投资|应急|专项|项目|有关|工作
空,意见,服务,疫情|法律|意见,空,为|依法|防控|疫情|提供|优质|高效|公共|法律|服务|的|意见
空,开展,行动,2020年|集体,空,开展|2020年|集体|协商|“|特别|要约|”|行动
海洋,应对,措施,冠状|病毒感染|肺炎|疫情|海洋|渔业|十条|措施,渔业,应对|新型|冠状|病毒感染|的|肺炎|疫情|促进|海洋|与|持续|发展|的|十条|措施
疫情,做好,工作,疫情|企业|贷款,空,做好|受|疫情|影响|严重|企业|贷款|贴息|工作
高质量,支持,发展,企业|高质量,企业|复工|复产|助推,进一步|支持|高质量|发展
证,开展,试点工作,食品|环节|证|试点工作,一,在|食品|生产|经营|环节|开展|“|证|通|”|试点工作
工作,公布,举报电话,全省|农业|农村|系统|疫情,复产,公布|全省|农业|农村|系统|应对|疫情|和|复工|工作|举报电话
空,征集,项目,技术|产品|项目,空,征集|防疫|抗疫|新|技术|新|产品|应用|项目
疫情,关于,措施,疫情|期间|科技|措施,空,关于|疫情|防控|期间|加强|服务|科技|创新|的|八|条|措施
疫情,应对,政策措施,当前|新冠肺炎|疫情|政策措施,当前|新冠肺炎,应对|疫情|做好|“|两|稳|一|促|”|工作|政策措施
空,实行,见面,疫情|期间,空,疫情|期间|实行|不|见面|审批
空,做好,工作,2020年|省|重点|技术改造|项目,空,做好|2020年|省|重点|技术改造|项目|申报|工作
电力,函,事项,春节|期间 短周期|电力|事项|函,期间 短周期,春节|电力|直接|交易|有关|事项|的|函
偏差,函,事项,电力|市场|偏差|事项|函,市场|交易,电力|偏差|考核|有关|事项|的|函
空,延长,期限,工业|企业|用气|大户|气|价|期限,空,延长|工业|企业|用气|大户|气|价|优惠|期限
空,实行,见面,疫情|期间,空,疫情|期间|实行|不|见面|审批
空,加强,管理工作,工业|项目|管理工作,空,进一步|加强|工业|和|有关|信息化|项目|管理工作
空,办法,空,福建省|科学技术|办法,空,福建省|科学技术|奖励|办法
疫情,防控,汇编,疫情|政策|汇编,空,疫情|防控|和|复工|复产|政策|汇编
疫情,防控,导,疫情,差异化,分区|分级|疫情|防控|和|有序|复工|复产|工作|导|则
疫情,支持,稳岗,企业|疫情|期间|稳岗,企业,支持|疫情|防控|期间|复工|稳岗
企业,服务,措施,新冠肺炎|疫情|期间|企业|项目|措施,项目,新冠肺炎|疫情|防控|期间|服务|推进|企业|和|复工|复产|若干|措施
空,导,空,企业|新冠肺炎|疫情,空,企业|防控|新冠肺炎|疫情|应急|处置|导|则
疫情,关于,措施,疫情|期间|科技|措施,空,关于|疫情|防控|期间|进一步|做好|科技|创新|工作|的|若干|措施
企业,复工,措施,疫情|期间|知识|产权|企业|措施,服务,疫情|防控|期间|知识|产权|企业|复工|复产|若干|措施
空,应对,工作,疫情,空,积极|应对|疫情|做好|招投标|等|工作
企业,出台,复工,福建|措施 科学防|施策|企业|项目,项目,福建|出台|二十一|条|措施 科学防|控|精准|施策|有序|推进|企业|和|复工|复产
物资,做好,一批,福建省|疫情|物资,空,做好|福建省|疫情|防控|物资|扩产|、|转产|、|新建|“|三|个|一批|”|工作
服务 全力,做好,工作,金融|服务 全力|冠状|病毒感染|肺炎|疫情,金融,进一步|做好|服务 全力|保障|防控|新型|冠状|病毒感染|肺炎|疫情|工作
空,支持,工作,冠状|病毒感染|肺炎|疫情,空,支持|做好|新型|冠状|病毒感染|肺炎|疫情|防控|劳动|保障|工作
肺炎,工作,空,冠状|病毒感染|肺炎|期间,病毒感染,切实做好|新型|冠状|的|肺炎|防控|期间|社会保险|经办|工作
疫情,应对,措施,冠状|病毒感染|肺炎|疫情|措施,病毒感染|肺炎,应对|新型|冠状|的|疫情|扎实|做好|“|六|稳|”|工作|的|若干|措施
标准,防控,收费,疫情|所需|医疗器械|产品|注册费|标准,注册费,疫情|防控|所需|医疗器械|产品|标准|执行|零|收费
空,征集,需求,我省|物资|企业|需求,空,征集|我省|防控|物资|企业|融资|需求
空,征集,项目,冠状|病毒感染|肺炎|技术|产品开发|项目,空,征集|“|新型|冠状|病毒感染|的|肺炎|防治|技术|的|研究|和|产品开发|”|专项|项目
疫情,支持,阻击战,金融|冠状|病毒感染|肺炎|疫情|阻击战,肺炎,金融|支持|打赢|新型|冠状|病毒感染|疫情|防控|阻击战
疫情,做好,公告,福建省|疫情|期间|公告,福建省,做好|疫情|防控|期间|征信|服务|工作|的|公告
空,措施,空,充分发挥|税收|职能|作用 助力|疫情|阻击战|措施,空,充分发挥|税收|职能|作用 助力|打赢|疫情|防控|阻击战|十二|项|措施
金融服务,加强,工作,辖区|银行业|保险业|金融服务|冠状|病毒感染|肺炎|疫情,保险业,加强|辖区|银行业|金融服务|配合|做好|新型|冠状|病毒感染|的|肺炎|疫情|防控|工作
空,征集,需求,我省|物资|企业|需求,空,征集|我省|防控|物资|企业|融资|需求
空,延迟,复工,省内|企业|复工,空,延迟|省内|企业|复工
空,加强,管理工作,工业|项目|管理工作,空,进一步|加强|工业|和|有关|信息化|项目|管理工作
空,办法,空,福建省|机构|办法,空,福建省|养老|机构|服务|收费|管理|办法
空,转发,名单,2019年|国家企业技术中心|名单,空,转发|2019年|(|第|26|批|)|认定|国家企业技术中心|名单
空,确认,企业,年度|省|知识产权|优势|企业,空,确认|2019|年度|省|知识产权|优势|企业
物流业,扩大,运行,全省|物流业|情况|范围,全省,扩大|物流业|运行|及|景气|情况|调查|范围
空,实行,优惠价格,春节|期间|工业|企业|用气|大户|优惠价格,空,对|春节|期间|工业|企业|用气|大户|实行|优惠价格
福建省,交易,暂行办法,福建省|权|暂行办法,空,福建省|用|能|权|交易|管理|暂行办法
农业,名单,龙头企业,福建省|农业|农村|厅|福建省|农业|省级重点|龙头企业|名单,福建省,福建省|农业|农村|厅|农业|产业化|省级重点|龙头企业|名单
政策,参与,机制,建立健全|企业家|政策|机制,涉企,建立健全|企业家|参与|政策|制定|机制|的
空,产品,空,2019年度|福建省|工业|产品,空,2019年度|第三|批|福建省|工业|和|信息化|重点|新|产品
空,公布,空间,年度|福建省|众创|空间,空,公布|2019|年度|福建省|众创|空间
电价,深化,改革,福建省|电价|机制,上网,福建省|深化|燃煤|发电|电价|形成|机制|改革
备案,推荐,公示,福建|科技厅|年度|国家|空间|对象,空间,福建|科技厅|2019|年度|国家|众创|备案|拟|推荐|对象|公示
空,公布,空间,年度|福建省|众创|空间,空,公布|2019|年度|福建省|众创|空间
空,企业名单,空,公布  福建省|节水型|企业名单,空,公布  福建省|第二批|节水型|企业名单
装备,公布,名单,2019年|福建省|技术装备  与智能|装备|名单,技术装备  与智能|制造,公布|2019年|福建省|首|台|重大|装备|认定|名单
项目,公布,名单,2019年|福建省|智能|企业  与样板|工厂|项目|名单,2019年|制造|试点|示范|工厂,公布|福建省|智能|企业  与样板|项目|认定|名单
福建省市场监督管理局,确认,公示,福建省市场监督管理局|年度|省|知识产权|优势|企业,空,福建省市场监督管理局|2019|年度|拟|确认|省|知识产权|优势|企业|公示
空,公示,基地,福建省|基地|名单,空,福建省|创业|孵化|示范|基地|名单|公示
空,创建,实施细则,福建省|工业|基地|实施细则,空,创建|福建省|省级|工业|旅游|示范|基地|实施细则
空,发布,项目,年度|数字|福建|人工智能|项目,空,发布|2019|年度|数字|福建|人工智能|应用|示范|项目
空,办法,空,福建省|海上|风电|项目|办法,空,福建省|海上|风电|项目|竞争|配置|办法
空,发布,名单,工业|互联网|平台|标杆|企业|重点项目|名单,空,发布|工业|互联网|示范|平台|标杆|企业|及|重点项目|名单
空,公布,案例,2019年|福建省|工业|互联网|典型|案例,空,公布|2019年|福建省|工业|互联网|APP|典型|应用|案例
空,公布,名单,福建省|绿色|名单,空,公布|福建省|第二批|绿色|制造|名单
企业,加快,园,工业|企业|城,工业,加快|推进|企业|“|退|城|入|园|”|转型|升级
空,方案,空,福建省|数学|中心|方案,空,福建省|应用|数学|中心|建设|方案
奖,受理,情况,福建|科技厅|年度|福建省|科学技术|奖|情况,科技厅|年度|福建省|科学技术,福建|2019|奖|受理|情况|公示
我,开展,函,福建省|科学|技术|规划|纲要|科技|建言献策|函,空,开展|“|我|为|福建省|中长期|科学|和|技术|发展|规划|纲要|与|‘|十四五|’|科技|创新|发展|规划|建言献策|活动|”|的|函
孵化器,认定,公示,福建|科技厅|年度|科技|企业|孵化器|空间|对象,科技厅|年度|企业|空间,福建|2019|省级|科技|孵化器|和|众|创|拟|认定|对象|公示
空,名单,智能,2019年|福建省|智能|企业|样板|工厂  项目|名单,空,2019年|福建省|智能|制造|试点|示范|企业|与|样板|工厂  项目|名单
装备,认定,名单,2019年|福建省|智能|装备|名单,福建省|技术装备|制造,2019年|首|台|重大|与|智能|装备|认定|名单
中心,认定,公示,福建工|信|厅|福建省|省|企业|技术|中心|名单,厅|福建省|批|技术,福建工|信|第|二十七|省|企业|中心|拟|认定|名单|公示
空,公示,空,福建省|农业|农村|厅|2019年|福建省|农业|省级重点|龙头企业|名单,空,福建省|农业|农村|厅|2019年|福建省|农业|产业化|省级重点|龙头企业|增补|名单|公示
海运,支持,政策措施,丝路|政策措施,“|丝路|”,支持|海运|发展|政策措施
专精,公布,名单,2019年|福建省|名单,空,公布|2019年|第二批|福建省|“|专精|特|新|”|中小企业|名单
空,建设,丝路,福建省|数字|丝路,空,福建省|“|数字|丝路|”|建设
空,公布,企业名单,福建省|2019年|高新技术|企业名单,空,公布|福建省|2019年|第二批|入库|备案|省级|高新技术|企业名单
福建省,促进,措施,福建省|平台|经济规范|五条|措施,空,福建省|促进|平台|经济规范|健康|发展|五条|措施
型,首批,企业,企业,产,首批|教|融合|型|培育|企业
基地,认定,情况,2019年|专家|基地|情况,专家|服务,2019年|省级|基地|认定|情况
空,公布,名单,我省|年度|国家|企业|基地|名单,空,公布|我省|获评|2019|年度|国家|小型|微型|企业|创业|创新|示范|基地|名单
空,方案,空,2020年|电力|市场|方案,空,2020年|电力|市场|交易|方案
专精,公示,空,福建省|工|厅|2019年|福建省|名单,空,福建省|工|信|厅|2019年|第二批|福建省|“|专精|特|新|”|中小企业|名单|公示
空,公布,名单,2019年|科技成果|基地|基地|名单,空,公布|2019年|省级|科技成果|产业化|基地|和|产学研|合作|示范|基地|名单
龙头企业,加快,行动计划,制造业|优势|龙头企业|小巨人|企业|高质量|行动计划,优势|高质量,加快|推动|制造业|龙头企业|和|小巨人|企业|发展|行动计划
空,工作,空,福建省|煤炭|指标,空,福建省|煤炭|去|产能|指标|交易|工作
空,开展,工作,年度|福建省|农业|品牌,空,开展|2019|年度|福建省|著名|农业|品牌|评选|认定|工作
空,名单,绿色,福建省|绿色|名单,空,福建省|第二批|绿色|制造|名单
经济,发展,项目,符合条件|2019年|福建省|数字|经济|专项资金|产业|企业|项目,数字,公示|符合条件|的|2019年|福建省|经济|发展|专项资金|拟|扶持|5|G|产业|企业|项目
第二批,公示,企业名单,福建省|2019年|高新技术|企业名单,2019年,公示|福建省|第二批|拟|入库|备案|省级|高新技术|企业名单
经营服务性,清理,空,规范|政府|定价|经营服务性,规范|政府|定价,清理|经营服务性|收费
空,发布,名单,年度|工业|企业|质量|标杆|名单,空,发布|2019|年度|省级|工业|企业|质量|标杆|名单
平台,入选,公示,福建省|工业|互联网|平台|标杆|企业|名单,福建省|批|互联网|示范|企业,第一|工业|平台|和|应用|标杆|拟|入选|名单|公示
空,名单,空,2019年|工业|互联网|典型|案例|名单,空,2019年|工业|互联网|app|典型|应用|案例|名单
空,办法,空,福建省|传统|办法,空,福建省|传统|工艺美术|保护|办法
空,名单,空,2019年|科技成果|基地|基地|名单,空,公示|2019年|拟|命名|的|省级|科技成果|产业化|基地|和|产学研|合作|示范|基地|名单
空,名单,空,2019年|技术|机构|名单,空,公示|2019年|拟|命名|的|省级|技术|转移|机构|名单
空,加快,意见,我省|工业|意见,空,加快|推进|我省|工业|旅游|发展|的|意见
基地,公布,名单,2019年|基地|建设项目|名单,2019年|省级|创业|孵化,公布|基地|支持|建设项目|名单
批,发展,项目,符合条件|2019年|福建省|数字|经济|专项资金|企业|项目,第三,公示|符合条件|的|2019年|福建省|数字|经济|发展|专项资金|批|拟|扶持|企业|项目
空,下达,经费,年度|科技|计划|经费,空,提前|下达|2020|年度|科技|计划|经费
项目,拟,名单,2019年|福建省|天地|后|项目|名单,后|补助,公示|2019年|福建省|星创|天地|项目|拟|立项|名单
空,公布,企业名单,福建省|2019年|高新技术|企业名单,空,公布|福建省|2019年|第一|批|入库|备案|省级|高新技术|企业名单
空,公示,空,年度|质量|标杆|名单,空,2019|年度|省级|质量|标杆|名单|公示
服务业,发展,项目,2019年|服务业|资金|项目,批|省级,2019年|第二|服务业|发展|引导|资金|项目
福建省,深化改革,方案,福建省|食品安全|方案,空,福建省|深化改革|加强|食品安全|工作|行动|方案
空,公布,名单,福建省|循环经济|试点单位|名单|事项,空,公布|福建省|循环经济|试点单位|名单|及|有关|事项
组织,开展,活动,组织|政策|宣传月,空,组织|开展|中小企业|政策|宣传月|活动
产品,开展,征集,福建省|工业|产品,2019年度|批|工业|重点|新,开展|第三|福建省|和|信息化|产品|征集|和|发布|工作
漳州市,支持,措施,漳州市|工业|措施,空,漳州市|支持|工业|招商引资|若干|措施
部委,转发,要点,国家发展改革委|2019年|企业|杠杆率|要点,国家发展改革委|四,转发|等|部委|2019年|降低|企业|杠杆率|工作|要点
空,目录,产品,2019年度|福建省|工业|产品|目录,空,2019年度|第二批|福建省|工业|和|信息化|重点|新|产品|推广|目录
空,下达,经费,2019年|水平|科技|平台|经费,空,下达|2019年|高|水平|科技|研发|创新|平台|补助|经费|(|市级|)
财政资金,下达,计划,2019年|机构|财政资金|科研|仪器设备|软件|后|项目|计划|经费,机构|非,下达|2019年|省级|新型|研发|财政资金|购买|科研|仪器设备|软件|后|补助|项目|计划|和|经费
基地,支持,名单,2019年|基地|建设项目|名单,2019年|省级|创业|孵化,基地|拟|支持|建设项目|名单
空,下达,专项资金,年度|科技|小巨人|领军|企业|费用|专项资金,空,下达|2019|年度|科技|小巨人|领军|企业|研发|费用|加计|扣除|奖励|专项资金
空,降低,要点,福建省|2019年|成本|企业|负担|要点,空,福建省|2019年|降低|成本|减轻|企业|负担|工作|要点
空,配合,工作,,空,配合|开展|清欠|工作|第三|方|评估|工作
智能,制造,重点项目,2019年|智能|重点项目,省级,2019年|智能|制造|重点项目
循环经济,公布,名单,福建省|循环经济|试点单位|名单,福建省,公布|循环经济|示范|试点单位|名单
空,决定,空,年度|省|科学技术|决定,空,2018|年度|省|科学技术|奖励|的|决定
福建省,推进,方案,福建省|方案,空,福建省|推进|养老|服务|发展|行动|方案
空,产品,空,2019年度|福建省|工业|产品,空,2019年度|第二批|福建省|工业|和|信息化|重点|新|产品
空,公布,工作,中国|福建|名单|奖金|全国|行业|总决赛,空,公布|第八|届|中国|创新|创业|大赛|暨|第七|届|福建|创新|创业|大赛|获奖|名单|、|发放|奖金|及|做好|全国|行业|总决赛|参赛|工作
奖,下达,资金,年度|高新技术|企业|奖|资金,批出|入库,下达|2019|年度|省级|高新技术|企业|第一|批|和|第二|奖|补|资金
产业,加快,意见,福建省|产业|意见,5G,福建省|加快|产业|发展|实施|意见
高质量,推进,行动计划,物品|行业|高质量|行动计划,行业,推进|民爆|物品|高质量|发展|行动计划
空,公布,名录,福建省|制造业|单项|冠军|企业|名录,空,公布|福建省|第三|批|制造业|单项|冠军|企业|名录
院校,推进,产,技工|院校|校企,技工,推进|院校|产|教|融合|和|校企|合作
文化产业,发展,公示,年度|福建省|文化产业|专项资金|项目,福建省,2019|年度|文化产业|发展|专项资金|拟|支持|项目|公示
空,公布,机构,机构,空,公布|第四|批|省级|新型|研发|机构
政策,关于,措施,科研院所|政策|七条|措施,高校|创新|发展,关于|进一步|促进|和|省属|科研院所|政策|贯彻落实|的|七条|措施
项目,举办,研讨会,技术|项目|研讨会,中|技术,举办|日|项目|洽谈|暨|工作|研讨会
用电,公布,名单,2019年|福建农民创业园|基地|用电|主体|名单,空,公布|2019年|福建农民创业园|及|示范|基地|第一|批|享受|用电|优惠|生产|经营|主体|名单
消费,促进,措施,措施,空,进一步|促进|消费|增长|若干|措施
空,稳定,措施,生猪|市场供应|十条|措施,空,稳定|生猪|生产|保障|市场供应|十条|措施
