num,sentence,entity,compare,num
688,促进我省制造业提质增效和创新发展起到较大的推动作用,(我省)制造业、作用,,
688,具有集聚技术服务资源和带动社会服务资源的能力,(集聚技术服务资源和带动社会服务资源的)能力,,
688,长期合作服务机构2家以上,(合作服务)机构、以上,,2家
688,形成较完整的服务链,(形成较完整的)服务链,,
688,服务机构专职从业人员不少于10人,(服务)机构、(专职)从业人员、(10)人,不少于,不少、
688,社团法人类服务机构不少于5人,(社团)法人类、(服务)机构、(5)人,不少于,不少、
688,其中本科及以上学历人员和中级及以上技术职称专业人员合计数的比例不低于总人数的80％,(本科及以上学历人员和中级及以上技术职称专业人员)合计数、(以上学历)人员、(中级及以上技术职称专业)人员、(以上)技术职称、人员、(合计数的)比例、(总)人数,不低于,80％
688,有健全的管理制度、规范的服务流程和完善的服务质量保证措施,(健全的管理制度、规范的服务)流程、(管理制度、规范的服务)流程、(服务)流程、(完善的服务)质量、(服务)质量、措施,,
688,有固定的办公场所和必要的服务设施、仪器设备等,(固定的办公)场所、(办公)场所、(必要的)服务设施、仪器设备,,
688,有明确的发展规划和年度服务目标,规划、(年度服务)目标,,
691,奖励条件和对象,条件、对象,,
691,"已列入我市规模以上工业企业统计范围的制造业企业,",(我市)规模、(制造业)企业,,
691,企业注册地在厦门市,(企业)注册地、厦门市,,
691,具有独立企业法人资格,(独立)企业、法人资格,,
691,企业参与的项目为市外（不含国外、境外项目）公开招标项目,企业、(参与的)项目、市外、(国外、境外)项目、(境外)项目、(公开招标)项目,,
691,该项目应为除招标人、投标人之外的第三方能从公开媒体上查阅到采购信息的项目,(该)项目、(招标人、投标人)之外、(公开)媒体、上、(采购信息的)项目,,第三方
691,企业签订的单个中标合同金额在1000万元以上,企业、(签订的单个中标合同)金额、(单个中标)合同、金额,,1000万元以上
691,企业中标合同签订时间在2015年7月1日至2015年12月31日期间,(企业中标)合同、时间、2015年7月1日、(至2015年12月31日)期间,,
691,至2016年6月30日前实际收到的合同款项已达到合同总金额的60%以上,(至2016年6月30日前实际收到的合同)款项、(收到的合同)款项、(合同)款项、(合同总)金额、(60%)以上,,2016年6月30、60%以上
691,并在我市完成相应税款的缴纳,(相应)税款,,
692,申报对象和条件,(申报)对象、条件,,
692,申报对象,(申报)对象,,
692,新型研发机构是指在福建注册设立的,(新型研发)机构、福建,,
692,主要从事研发及其相关活动,及其,,
692,投资主体多元化,(投资)主体,,
692,运行机制市场化,运行机制,,
692,管理制度现代化,管理制度,,
692,创新创业与孵化育成相结合,,,
692,产学研紧密协作的具有法人实体资格的科研组织,(协作的具有法人实体资格的科研)组织、(具有法人实体资格的科研)组织、(科研)组织,,
692,主要包括以下形式：,(以下)形式,,
692,1、企业类,(企业)类,,1
692,主要从事技术研发、成果转化、技术服务、科技企业孵化等活动并在工商注册的新型研发机构,技术、成果、技术、(科技)企业、工商、(注册的新型研发)机构、(新型研发)机构,,
692,2、民办非企业类,(2、民办非企业)类、(民办非)企业、类,,2、民办非企业类
692,在民政部门登记注册的新型研发机构,(民政部门)登记注册、(新型研发)机构,,
692,3、事业类,(事业)类,,3
692,机构编制部门审批设立事业单位性质的新型研发机构,(机构编制)部门、(审批设立事业单位性质的新型研发)机构、(事业单位)性质、(新型研发)机构,,
692,申报条件,(申报)条件,,
692,1、在福建投资设立的,福建,,1
692,主要从事科学研究、技术研发、成果转化、创新创业与孵化育成,科学、技术、成果,,
692,具备承担国家、省、市技术攻关项目能力,(国家、省、市技术攻关项目)能力、(技术)攻关项目、能力,,
692,具有独立法人资格的科研实体,(独立)法人资格、(科研)实体,,
692,拥有一定的经济实力和较稳定的资金来源,(一定的经济)实力、(经济)实力、资金来源,,
692,主要办公和科研场所设在福建,(科研)场所、福建,,
692,2、具备进行研究、开发和试验所需要的仪器、装备和固定场地等基础设施,(需要的)仪器、(仪器、装备和固定场地等基础)设施、(固定)场地、(基础)设施,,2
692,办公和科研场所不少于150平方米,(科研)场所,不少于,不少、150平方米
692,拥有必要的测试、分析手段和工艺设备,(分析)手段、工艺设备,,
692,用于研究开发的仪器设备原值不低于150万元,(用于研究开发的仪器设备)原值、(仪器设备)原值,不低于,150万元
692,3、具有稳定的研发经费来源,(3、具有稳定的研发经费)来源、(具有稳定的研发)经费、(研发)经费、来源,,3、具有稳定的研发经费来源
692,年度研究开发经费支出不低于年收入总额的10%,年度、(开发)经费支出、(年收入)总额,不低于,10%
692,其中企业类的不低于6%,(其中企业)类、的,不低于,6%
692,4、具有稳定的研发队伍,(4、具有稳定的研发)队伍、(具有稳定的研发)队伍、(研发)队伍,,4、具有稳定的研发队伍
692,常驻研发人员占职工总人数比例达到20%以上,(常驻研发)人员、(职工总)人数、比例、(20%)以上,,20%以上
692,博士学位或高级职称以上人员占研发人员的5%以上,博士学位、(高级职称)以上、人员、(研发)人员、(5%)以上,,
692,5、具有面向企业服务、围绕市场配置资源的新型管理体制和运行机制,企业、市场、(配置资源的新型)管理体制、(新型)管理体制、运行机制,,5
692,建立现代科研机构管理制度、科研项目管理制度、科研经费财务会计核算制度,(现代)科研机构、管理制度、(科研项目)管理制度、(科研经费)财务会计、制度,,
692,申报对象和条件,(申报)对象、条件,,
692,申报对象,(申报)对象,,
692,新型研发机构是指在福建注册设立的,(新型研发)机构、福建,,
692,主要从事研发及其相关活动,及其,,
692,投资主体多元化,(投资)主体,,
692,运行机制市场化,运行机制,,
692,管理制度现代化,管理制度,,
692,创新创业与孵化育成相结合,,,
692,产学研紧密协作的具有法人实体资格的科研组织,(协作的具有法人实体资格的科研)组织、(具有法人实体资格的科研)组织、(科研)组织,,
692,主要包括以下形式：,(以下)形式,,
692,1、企业类,(企业)类,,1
692,主要从事技术研发、成果转化、技术服务、科技企业孵化等活动并在工商注册的新型研发机构,技术、成果、技术、(科技)企业、工商、(注册的新型研发)机构、(新型研发)机构,,
692,2、民办非企业类,(2、民办非企业)类、(民办非)企业、类,,2、民办非企业类
692,在民政部门登记注册的新型研发机构,(民政部门)登记注册、(新型研发)机构,,
692,3、事业类,(事业)类,,3
692,机构编制部门审批设立事业单位性质的新型研发机构,(机构编制)部门、(审批设立事业单位性质的新型研发)机构、(事业单位)性质、(新型研发)机构,,
692,申报条件,(申报)条件,,
692,1、在福建投资设立的,福建,,1
692,主要从事科学研究、技术研发、成果转化、创新创业与孵化育成,科学、技术、成果,,
692,具备承担国家、省、市技术攻关项目能力,(国家、省、市技术攻关项目)能力、(技术)攻关项目、能力,,
692,具有独立法人资格的科研实体,(独立)法人资格、(科研)实体,,
692,拥有一定的经济实力和较稳定的资金来源,(一定的经济)实力、(经济)实力、资金来源,,
692,主要办公和科研场所设在福建,(科研)场所、福建,,
692,2、具备进行研究、开发和试验所需要的仪器、装备和固定场地等基础设施,(需要的)仪器、(仪器、装备和固定场地等基础)设施、(固定)场地、(基础)设施,,2
692,办公和科研场所不少于150平方米,(科研)场所,不少于,不少、150平方米
692,拥有必要的测试、分析手段和工艺设备,(分析)手段、工艺设备,,
692,用于研究开发的仪器设备原值不低于150万元,(用于研究开发的仪器设备)原值、(仪器设备)原值,不低于,150万元
692,3、具有稳定的研发经费来源,(3、具有稳定的研发经费)来源、(具有稳定的研发)经费、(研发)经费、来源,,3、具有稳定的研发经费来源
692,年度研究开发经费支出不低于年收入总额的10%,年度、(开发)经费支出、(年收入)总额,不低于,10%
692,其中企业类的不低于6%,(其中企业)类、的,不低于,6%
692,4、具有稳定的研发队伍,(4、具有稳定的研发)队伍、(具有稳定的研发)队伍、(研发)队伍,,4、具有稳定的研发队伍
692,常驻研发人员占职工总人数比例达到20%以上,(常驻研发)人员、(职工总)人数、比例、(20%)以上,,20%以上
692,博士学位或高级职称以上人员占研发人员的5%以上,博士学位、(高级职称)以上、人员、(研发)人员、(5%)以上,,
692,5、具有面向企业服务、围绕市场配置资源的新型管理体制和运行机制,企业、市场、(配置资源的新型)管理体制、(新型)管理体制、运行机制,,5
692,建立现代科研机构管理制度、科研项目管理制度、科研经费财务会计核算制度,(现代)科研机构、管理制度、(科研项目)管理制度、(科研经费)财务会计、制度,,
693,申报条件,(申报)条件,,
693,在福建省内注册,(福建)省内,,
693,具有独立法人资格,(独立)法人资格,,
693,具备一定生产经营规模和良好盈利能力并已经营两年（含）以上的制造企业,经营规模、(盈利)能力、(含）以上的制造)企业、(以上的制造)企业、(制造)企业,,两年
693,企业整合资源,(企业整合)资源,,
693,有完善的服务管理体系,管理体系,,
693,在企业内部成立专门的服务性部门或剥离设立独立的服务性公司,(企业)内部、(专门的服务性)部门、(服务性)部门、(独立的服务性)公司、(服务性)公司,,
693,为企业发展服务型制造提供支撑,企业、服务型,,
693,对同业有较大示范带动作用,同业、作用,,
693,企业近年内实施服务型制造项目不少于2个,(企业近年内实施服务型制造)项目,不少于,不少、2个
693,企业无重大违法违规行为,企业,,
693,无不良信用记录,(不良)信用,,
693,申报企业（包括控股子公司）须具备以下其中一项条件：,(申报)企业、控股子公司、(以下其中一项)条件,,一项
693,1．企业最近一年的服务性收入占主营业务收入比重超过15%（含）,(服务性)收入、(主营)业务收入、比重,超过,1．、15%
693,2．企业通过开展服务型制造,(2．)企业、服务型,,2．企业
693,推动企业最近一年的主营业务收入比上年增长10%以上（含）,(企业最近一年的主营)业务收入、(主营)业务收入、上、(10%)以上,,10%以上
693,3．企业通过开展服务型制造,(3．)企业、服务型,,3．企业
693,推动企业最近一年的利润比上年增长10%以上（含）,(企业最近一年的)利润、上、(10%)以上,,10%以上
697,申报条件,(申报)条件,,
697,服务外包企业,(外包)企业,,
697,申请企业应当符合《资金办法》第十一条所规定的基本条件及本通知的有关要求,(申请)企业、(资金)办法、(规定的基本)条件、(基本)条件、(本)通知、(有关)要求,,第十一、十一条
697,同时还应满足以下条件：,(以下)条件,,
697,1．企业应通过“服务外包管理信息系统”如实填报商务部、统计局印发的《服务外包统计报表制度》规定的报表,企业、(服务)外包、系统、商务部、统计局、(印发的《服务外包统计报表)制度、(规定的)报表,,1．
697,2．服务外包业务范围详见附件5,(2．服务)外包、附件,,2．服务外包、5
697,企业已与服务外包发包商签订的业务合同,企业、(服务)外包、发包商、(签订的业务)合同、(业务)合同,,
697,以“服务外包管理信息系统”核准的执行额为依据、财务数据为参考（系统数据高于财务数据,(服务)外包、系统、(核准的执行)额、(执行)额、依据、财务数据、(系统)数据、财务数据,高于,
697,以财务数据为准,财务数据,,
697,系统数据低于财务数据,(系统)数据、财务数据,低于,
697,以系统数据为准）,(系统)数据,,
697,满足以下条件之一：,(以下)条件,,
697,（1）2015年提供服务外包业务额不低于50万美元,2015年、(服务外包业务)额,不低于,1、50万美元
697,其中向境外最终客户提供服务外包业务额占本企业服务外包业务额50%以上,境外、(最终)客户、(服务)外包、额、(本)企业、以上,,
697,（2）2015年提供服务外包业务额不低于500万美元,2015年、(服务外包业务)额,不低于,2、500万美元
697,其中向境外最终客户提供服务外包业务额占本企业服务外包业务额35%以上,境外、(最终)客户、(服务)外包、额、(本)企业、以上,,
697,（3）2015年提供服务外包业务额不低于1000万美元,2015年、(服务外包业务)额,不低于,3、1000万美元
697,其中向境外最终客户提供服务外包业务额占本企业服务外包业务额20%以上,境外、(最终)客户、(服务)外包、额、(本)企业、以上,,
697,4．企业具有服务外包承接能力及服务外包市场开拓和项目管理人员,(4．)企业、(服务)外包、能力、(服务外包)市场、人员,,4．企业
697,大学（含大专,大学、大专,,
697,下同）及以上学历员工占员工总数50%以上,(以上学历)员工、(员工)总数、以上,,
697,培训机构,(培训)机构,,
697,经教育主管部门认定的服务外包人才培训机构,(教育)主管部门、(认定的服务外包人才培训)机构、(服务外包人才培训)机构、(培训)机构,,
697,具有符合条件的场地、设施、专业教材和师资力量,符合条件、场地、设施、(专业)教材、(师资)力量,,
698,申报代码表及联系方式,代码表、联系方式,,
698,业务处室,(业务处)室,,
698,计划类别,(计划)类别,,
698,重点领域,(重点)领域,,
698,优先主题,主题,,
698,代码,代码,,
698,高新处,高新处,,
698,科技创新平台建设计划,科技、平台、(建设)计划,,
698,高新技术与工业科技计划项目,(高新技术与工业科技计划)项目、(工业)科技、项目,,
698,科技企业孵化器新增孵化用房补助,(科技)企业、孵化器、(孵化)用房、补助,,
698,2017H80401,,,2017H80401、80401
698,众创空间孵化器新增孵化用房补助,(众创)空间、孵化器、(孵化)用房、补助,,
698,2017H80402,,,2017H80402、80402
698,福建省高新技术创业服务中心,(福建省)高新技术、中心,,
698,联系人：赵伟伟,(联系人：)赵伟伟,,
698,刘旭,刘旭,,
698,地址：福州市工业路611号高新技术创业园主楼906室,地址、(福州市工业路611号高新技术创业园)主楼、室,,611号
698,联系电话：0591-87645581,联系电话,,0591-87645581
698,87645522,,,87645522
698,高新处,高新处,,
698,联系人：黄绍才,(联系人：)黄绍才,,
698,联系电话：0591-87881286,联系电话,,0591-87881286
698,福建省科学技术厅,(福建省)科学技术厅,,
698,2016年9月22日,2016年9月22日,,
699,申报条件,(申报)条件,,
699,在厦门市行政区域内注册的具有独立法人资格、拥有自主有效专利权的中小企业,(厦门市)行政区域、内、(独立)法人资格、专利权,,
699,中小企业的确定按《中小企业划型标准规定》（工信部联企业[2011]300号）执行,(工信部联)企业、300号,,2011
699,在2015年7月1日至2016年9月25日之间以自有专利权质押方式获得银行贷款已还清贷款的项目,2015年7月1日、(至2016年9月25日)之间、(自有)专利权、(质押)方式、银行贷款、(还清贷款的)项目,,
699,企业与银行签订了专利权质押贷款合同并已依法在国家知识产权局办理过专利权质押登记手续,企业、银行、专利权、合同、国家知识产权局、专利权、登记手续,,
699,质押期间出质的专利权权属清晰、法律状态有效,(质押)期间、(出质的)专利权、(专利权)权属、(法律)状态,,
699,同一笔贷款项目未获得过政府（包括国家、省、市、区级）财政贴息资金支持,项目、政府、国家、省、市、(财政贴息)资金,,
708,申报对象和条件,(申报)对象、条件,,
708,申报工程中心的依托单位必须是具有法人资格并具备科研开发、服务能力和相关条件的在宁企业,(申报)工程、(依托)单位、法人资格、科研开发、(服务)能力、(相关)条件、(宁)企业,,
708,省级(企业)工程技术研究中心申报对象为企业,企业、(工程技术研究)中心、对象、企业,,
708,按属地原则,(属地)原则,,
708,通过各县（市、区）科技局或东侨经济技术开发区社会事业局推荐申报,(各县（市、区）)科技局、(科技局或东侨经济技术开发区社会)事业局、(经济技术开发区)社会、事业局,,
708,不限名额,(不限)名额,,
708,申报条件见附件1,(申报)条件、附件,,1
708,申报要求,(申报)要求,,
708,省级(企业)工程技术研究中心填报《福建省企业工程技术研究中心评估申请表》（见附件2）,(省级()企业、(工程技术研究)中心、(福建省)企业、申请表、附件,,2
708,评估申请表数据采集区间（统计期）,(评估)申请表、数据、(采集)区间,,
708,除表栏有具体要求外,表栏、(有具体要求)外,,
708,"均应按2014、2015两个年度具体情况进行填报,一式8份（佐证材料单独装订",具体情况、(佐证)材料,,2014、2015两个、8份
708,只需2份）,,,2份
708,同时将《评估申请表》电子版发送至80752844@qq.com,(评估)申请表、电子版,,80752844@
708,各县（市、区）科技局、东侨经济技术开发区社会事业局出具推荐函（加盖公章）,(各县（市、区）科技局、东侨经济技术开发区社会)事业局、(科技局、东侨经济技术开发区社会)事业局、(经济技术开发区)社会、事业局、函、公章,,
708,并连同申报材料于9月26日前报送宁德市科技局（宁德市福宁北路6号工会大楼市行政服务中心综合窗口）,申报材料、9月、日前、(宁德市)科技局、(宁德市福宁北路6号)工会、行政、窗口,,26、6日前报送宁德市科技局（宁德市福宁北路6号
708,联系咨询方式,(咨询)方式,,
708,市科技局计划科：,(市科技局)计划科,,
708,王容锐,王容锐,,
708,2822703,,,2822703
708,邮箱：80752844@qq.com,邮箱,,80752844@
708,附件：省级企业工程技术研究中心申报条件,附件、(省级)企业、条件,,
708,福建省企业工程技术研究中心评估申请表,(福建省企业工程技术研究中心评估)申请表,,
708,宁德市科学技术局,(宁德市)科学技术局,,
708,2016年9月14日,2016年9月14日,,
708,附件1,附件,,1
708,省级企业工程技术研究中心申报条件.doc,(省级)企业、条件,,
708,附件2,附件,,2
708,福建省企业工程技术研究中心评估申请表.doc,(福建省企业工程技术研究中心评估)申请表,,
709,试点范围,(试点)范围,,
709,试点单位为省内从事家政服务（烹饪、保洁、搬家、家庭教育、儿童看护以及孕产妇、婴幼儿、老人和病人的护理等）的企业、事业、民办非企业单位等组织,(试点单位为省内从事家政服务（烹饪、保洁、搬家、家庭教育、儿童看护以及孕产妇、婴幼儿、老人和病人的护理等）的企业、事业、民办非企业单位等)组织、(从事家政服务（烹饪、保洁、搬家、家庭教育、儿童看护以及孕产妇、婴幼儿、老人和病人的护理等）的)企业、(儿童)看护、婴幼儿、老人、病人、(企业、事业、民办非企业单位等)组织、(民办非)企业、单位、组织,,
709,申报条件,(申报)条件,,
709,试点组织应具备以下的基本条件：,(试点)组织、(以下的基本)条件、(基本)条件,,
709,具备独立法人资格,(独立)法人资格,,
709,能够独立承担民事责任,民事责任,,
709,组织运营管理比较规范,组织,,
709,具有良好发展潜力,(良好)发展潜力,,
709,诚实守法,,,
709,服务质量良好,(服务)质量,,
709,品牌意识强,品牌意识,,
709,三年内未发生质量、健康安全、环境保护等事故,(三年)内、(质量、健康安全、环境保护等)事故,,
709,主营业务稳定,主营业务,,
709,在本地区乃至本省有较高的知名度,(本)地区、(高的)知名度,,
709,能够体现行业特色,(行业)特色,,
709,对行业有明显的示范带动作用,行业、作用,,
709,具有一定的标准化工作基础,(一定的标准化工作)基础,,
709,设立标准化管理机构并配备专兼职标准化人员,(标准化)管理机构、(专兼职标准化)人员,,
709,最高管理者具有较强的标准化意识,(最高)管理者、(强的标准化)意识、(标准化)意识,,
712,申报对象和条件,(申报)对象、条件,,
712,申报工程中心的依托单位必须是具有法人资格并具备科研开发、服务能力和相关条件的在厦企事业单位,(申报)工程、(依托)单位、法人资格、科研开发、(服务)能力、(相关)条件、(厦)企事业、单位,,
712,省级企业工程技术研究中心申报对象为企业,(省级)企业、对象、企业,,
712,厦门市企业申报需通过我局推荐申报,(厦门市)企业、(我)局,,
712,一般应为市级工程技术研究中心,(市级)工程技术、中心,,
712,不限名额,(不限)名额,,
712,申报条件见附件1,(申报)条件、附件,,1
712,省级工程技术研究中心申报对象为高校、科研院所,(省级)工程技术、对象、科研院所,,
712,行业主管部门负责推荐,(行业)主管部门,,
712,省直有关部门、厦门大学、福州大学、福建师范大学、福建农林大学、福建医科大学、福建中医药大学、华侨大学、集美大学等8所高校推荐申报数不超过3个,(省直有关)部门、厦门大学、福州大学、福建师范大学、福建农林大学、福建医科大学、福建中医药大学、华侨大学、集美大学、(申报)数,不超过,8所、3个
712,其他高校推荐申报不超过1个,(推荐)申报,不超过,1个
712,申报条件见附件2,(申报)条件、附件,,2
712,申报要求,(申报)要求,,
712,"按工程中心依托单位性质（非企业或企业）,分别填报《福建省企业工程技术研究中心评估申请表》（见附件3）或《福建省工程技术研究中心评估申请表》（见附件4）",(工程)中心、(单位)性质、企业、(福建省)企业、申请表、附件、(福建省工程技术研究中心评估)申请表、附件,,3、4
712,评估申请表数据采集区间（统计期）,(评估)申请表、数据、(采集)区间,,
712,除表栏有具体要求外,表栏、(有具体要求)外,,
712,"均应按2014、2015两个年度具体情况进行填报,一式7份（佐证材料单独装订",具体情况、(佐证)材料,,2014、2015两个、7份
712,只需1份）,,,1份
712,我局对评估申请表等有关材料进行现场核实并加盖公章,(我)局、(评估)申请表、(有关)材料、现场、公章,,
712,汇总报送省科技厅委托受理单位,(省)科技厅、单位,,
712,申报截止时间：9月21日,(申报截止)时间、9月21日,,
712,联系咨询方式,(咨询)方式,,
712,厦门市科技局体系创新处,(厦门市科技局)体系、处,,
712,应梦云,梦云,,
712,2032205,,,2032205
712,附件：省级企业工程技术研究中心申报条件,附件、(省级)企业、条件,,
712,省级工程技术研究中心申报条件,(省级)工程技术、条件,,
712,福建省企业工程技术研究中心评估申请表,(福建省企业工程技术研究中心评估)申请表,,
712,福建省工程技术研究中心评估申请表,(福建省工程技术研究中心评估)申请表,,
712,厦门市科学技术局,(厦门市)科学技术局,,
712,2016年9月8日,2016年9月8日,,
714,项目申报条件,(项目申报)条件,,
714,"申报单位应是我市注册登记具有独立法人资格的小微企业,",(申报)单位、(具有独立法人资格的小微)企业、(小微)企业,,
714,小微企业是指依据《中小企业划型标准规定》(工信部联企业〔2011〕300号)划分的小型、微型企业,(小微)企业、(工信部联)企业、(2011〕300号)划分的小型、微型)企业、(划分的小型、微型)企业、(小型、微型)企业、(微型)企业,,、300号
714,不含个体工商户,(个体)工商户,,
714,申报项目实施的核心专利应为近三年授权的有效国内发明专利,(申报)项目、(实施的核心)专利、(核心)专利、(近)三年、(授权的有效国内)发明专利、(有效)国内、发明专利,,
714,无权属、侵权等纠纷,纠纷,,
714,申报单位对项目所依托的专利技术应当拥有合法使用权(指拥有专利权或项目专利依法在国家知识产权局进行过专利实施许可合同备案),(申报)单位、项目、所、(依托的)专利技术、(合法)使用权、专利权、(项目)专利、国家知识产权局、专利、(许可)合同,,
714,申报项目应当已初步投产或准备投产,(申报)项目,,
714,预期有良好经济社会效益,(良好经济)社会效益,,
714,项目实施应在两年内完成,项目、内,,两年
714,申报单位应无侵犯他人知识产权行为或假冒专利行为,(申报)单位、(他人)知识产权、行为、(假冒)专利、行为,,
714,每家申报单位当年度限报一项市专利技术实施与产业化计划项目,(每家申报)单位、当年、(一项)市、专利技术、(产业化)计划、项目,,一项市
714,"已有项目被列入市专利技术实施与产业化计划项目的单位,在通过验收前不得再申报新项目",(已有)项目、(市)专利技术、(产业化)计划、单位、(通过验收)前、新项目,,
714,项目申报要求,(项目申报)要求,,
714,申报单位应如实填报《厦门市小微企业专利技术实施项目申报书》,(申报)单位、(厦门市小微)企业、申报书,,
714,申报时间为2016年9月7日至10月13日,(申报)时间、2016年9月7日、10月13日,,
714,逾期将不再受理,,,
714,附件:厦门市小微企业专利技术实施项目申报书,附件、(厦门市小微)企业、申报书,,
714,联系人:协调管理处,联系人、(协调)管理处,,
714,陈催城,陈催城,,
714,电话:5115185,电话,,5115185
714,地址：长青路191号劳动力大厦13楼1302室,地址、(长青路191号劳动力)大厦、室,,191号
714,电子信箱:cqj_ccc@xm.gov.cn,电子信箱、(cqj)_、@,,
714,厦门市知识产权局,(厦门市)知识产权局,,
714,2016年9月7日,2016年9月7日,,
714,附件：厦门市小微企业专利技术实施项目申报书.doc,附件、(厦门市小微)企业、申报书,,
715,申报条件,(申报)条件,,
715,住宅小区建筑面积5万㎡以上,(住宅小区)建筑面积、以上,,5万㎡
715,别墅1万㎡以上,别墅、以上,,1万㎡
715,单栋大厦2万㎡以上,(单栋)大厦、以上,,2万㎡
715,非住宅建筑面积占60％以上,(非住宅)建筑面积、(60％)以上,,60％以上
715,其他综合项目（包括办公、商业、旅游、科教文卫、通信以及交通运输类等建筑和工业区等）3万㎡以上,(其他综合)项目、商业、(交通运输)类、建筑、工业区、以上,,3万㎡
715,入住率或使用率达80％以上,入住率、使用率、(80％)以上,,80％以上
715,申报项目建筑面积以《建设工程规划许可证》许可面积为准,(申报)项目、建筑面积、(建设工程规划)许可证、(许可)面积,,
715,项目已获得“三明市物业管理示范项目”称号,项目、(三明市)物业管理、称号,,
715,物业服务企业未发生重大责任事故,物业、企业、(重大责任)事故,,
715,未发生经物业管理主管部门确认属实的有关收费、服务质量等方面的投诉,物业管理、主管部门、(质量等)方面,,
717,企业申请条件,企业、条件,,
717,符合《资金办法》第十一条所规定的基本条件,(资金)办法、(规定的基本)条件、(基本)条件,,第十一、十一条
717,以一般贸易方式、边境贸易方式进口《目录》中的产品（不含旧品）,(一般贸易)方式、(边境贸易)方式、目录、(中的)产品、旧品,,
717,或自非关联企业引进列入《目录》中的技术,(自非关联)企业、(目录》中的)技术、(中的)技术,,
717,因《目录》调整而扩大范围,目录、扩大范围,,
717,亿上述方式进口列入《目录》的产品（不含旧品）,(亿上述)方式、(列入《目录》的)产品、旧品,,亿上述方式
717,或自非关联企业引进列入调整《目录》的技术,(非关联)企业、(调整《目录》的)技术,,
717,进口设备的,进口设备,,
717,申请贴息企业应当是《进口货物报关单》上的收货单位,(申请贴息)企业、(进口货物)报关单、(上的收货)单位、(收货)单位,,
717,进口技术的,(进口)技术,,
717,应当是《技术进口合同登记证》上的技术使用单位,(技术进口)合同、(上的技术使用)单位、(使用)单位,,
717,申请进口贴息的设备应当是2015年7月1日至2016年6月30日期间已完成进口报关（以海关结关日期为准）,(申请进口贴息的)设备、2015年7月1日、(至2016年6月30日)期间、海关、(结关)日期,,
717,申请进口贴息的技术应当是2015年7月1日至2016年6月30日期间执行的合同,(申请进口贴息的)技术、2015年7月1日、(至2016年6月30日)期间、(执行的)合同,,
717,并取得银行出具的付汇凭证,银行、(出具的付汇)凭证、(付汇)凭证,,
717,技术进口合同中不含违反《中华人民共和国技术进出口条例》（国务院令第331号）规定的条款,(技术进口)合同、(中华人民共和国)技术、条例、国务院令、(规定的)条款,,第331号
717,进口《目录》中“鼓励发展的重点行业”项下的设备,(进口《)目录、(目录》)中、(中“鼓励发展的重点行业”项下的)设备、(鼓励发展的重点)行业、(重点)行业、(项下的)设备,,
717,未列入《国内投资项目不予免税的进口商品目录（2012年调整）》（财政部、国家发展该改革委、海关总署、国家税务总局公告2012年第83号）,(国内投资)项目、(免税的进口)商品目录、(进口)商品目录、2012年、财政部、国家、海关总署、(国家税务总局)公告、2012年,,第83、83号
717,符合以上条件的进口产品及技术总额不低于100万美元,(以上)条件、进口产品、(技术)总额,不低于,100万美元
718,申报条件,(申报)条件,,
718,企业在厦门市依法设立并具有独立法人资格,企业、厦门市、(独立)法人资格,,
718,有健全的财务管理机构、制度和人员,(财务管理)机构、制度、人员,,
718,无不良信用记录,(不良)信用,,
718,项目符合国家产业政策和行业准入条件,(项目)符合国家、产业政策、行业、准入条件,,
718,项目符合《厦门市建设海峡西岸先进制造业、新兴产业基地产业发展导向目录》（见附件1）,项目、厦门市、(海峡西岸先进)制造业、(新兴产业)基地、产业、(发展导向)目录、附件,,1
718,并由市投资主管部门按有关规定完成备案或核准,市、(投资)主管部门、(有关)规定,,
718,投资,,,
718,生物与新医药企业项目总投资额在500万元以上,(生物与新医药企业)项目、(新)医药企业、总投资额,,500
718,为《厦门市加快生物与新医药产业发展的若干措施》发布日（2015年4月7日）之后的投入,厦门市、(加快生物与新医药产业发展的若干)措施、(新)医药产业、(若干)措施、(发布日（2015年4月7日）)之后,,若干措施
718,粮油加工企业项目总投资500万元以上,(加工)企业、总投资,,500万元以上
718,建设起始日期为2014年6月之后的投入,(建设起始日期为2014年6月)之后、(为2014年6月)之后,,
718,项目附件材料完整齐全（包括备案或核准、城市规划选址意见、用地预审意见、环境影响评价批复意见等）,(项目)附件、材料、(城市规划选址)意见、用地、(预审)意见、环境影响、(批复)意见,,
718,按时报送固定资产投资报表（表号206-1）,(固定资产投资)报表、表号,,206-1
718,补助标准,(补助)标准,,
718,按照《厦门市产业转型升级专项资金管理暂行办法》及《厦门市加快生物与新医药产业发展的若干措施》的规定,(厦门市)产业、(专项资金管理)暂行办法、厦门市、(加快生物与新医药产业发展的若干)措施、(新)医药产业、(若干)措施、规定,,若干措施
718,技术改造项目采用事后补助方式,(技术改造)项目、(事后补助)方式,,
718,补助额度按项目设备固定资产（含技术、软件）投资额的5%给予补助,(补助)额度、(项目)设备、技术、软件、投资额,,5%
718,单个项目补助最高不超过500万元,(单个)项目、补助、最高,不超过,500万元
718,不超过2015年企业缴纳地方税收留成的80%,(2015年)企业、留成,,80%
718,属于国家认定的高新技术企业,国家、(认定的高新技术)企业、(高新技术)企业,,
718,补助金额最高可为地方税收留成部分的100%,(补助)金额、部分,,100%
718,项目设备投资额度以专项审计报告和现场核查为准,(项目)设备、(投资)额度、(专项审计)报告、现场,,
719,申报对象和条件,(申报)对象、条件,,
