sentence,entity,compare,num 
639#届时系统将自动关闭,,,
639#逾期未进行网络申报的单位视为自动放弃,(进行网络申报的)单位,,
640#选项范围及条件,(选项)范围、条件,,
640#本次申报项目主要围绕节能技改和循环经济两个方面,(本次申报)项目、(节能技改和循环经济两个)方面,,两个
640#有关选项的具体内容详见附件1,(有关选项的)具体内容、(具体内容详见)附件,,1
640#申报要求,(申报)要求,,
640#1．附有项目汇总表（附件4）的项目资金申请报告正式文件及电子文档,(1．附有项目汇总表（附件4）的项目资金申请报告正式)文件、(项目)资金、文件、(电子)文档,,1．附有项目汇总表（附件4）的项目资金申请报告正式文件、4
640#2．各个项目所在单位申报的项目材料单行本及电子文档,(2．各个)项目、所在单位、(申报的项目材料)单行本、(项目)材料、单行本、(电子)文档,,2．各个项目
640#纸质材料要求按下列顺序装订成册,(纸质)材料、要求、(下列)顺序、装订成册,,
640#从目录页开始每一页末右下角依次编制页码,目录、右下角、页码,,
640#（1）封面和目录,(1）)封面、目录,,1）封面
640#（2）项目所在单位承诺书（附件2）,(2）项目所在单位)承诺书、(项目)所在单位、承诺书、附件,,2）项目所在单位承诺书、2
640#（3）项目基本情况表（附件3）,(项目基本)情况表、附件,,3、3
640#（4）项目建设证明材料（如主要设备订购合同、发票等复印件）,(4）项目建设证明)材料、(建设证明)材料、(主要)设备、(合同、发票等)复印件,,4）项目建设证明材料
640#（5）安装改造的主要设备清单（包含设备型号、功率、效率等主要技术参数）,(5）安装改造的主要设备)清单、(安装改造的主要设备)清单、(主要)设备、清单、(设备)型号、功率、效率、(主要)技术参数,,5）安装改造的主要设备清单
640#（6）项目改造前后主要技术参数对比（非改造项目仅需提供现有主要技术参数,项目、(改造)前后、(主要)技术参数、(改造)项目、(主要)技术参数,,6
640#循环经济项目可不提供）,(循环经济)项目,,
640#（7）申报节能技改项目的单位须提供项目改造边界范围内项目改造前正常生产一年度（或连续12个月）生产和能耗统计报表复印件（包含年生产时间、产品年产量、年总耗能量等信息）及相关台账等汇总证明材料,(申报节能技改项目的)单位、项目、(边界)范围、项目、(改造)前、(一)年度、(连续)12个月、(能耗统计)报表、复印件、(年生产)时间、(产品)年产量、(年总耗)能量、信息、(相关)台账、材料,,7、一年度
640#并自行留存满足现场审核要求的详细台账证明资料备查,现场、(审核要求的详细)台账、(详细)台账、资料,,
640#（8）节能项目改造边界范围内项目改造后至申报项目前连续3个月以上的生产和能耗统计报表复印件（包含生产时间、产品产量、总耗能量等信息）及相关台账等汇总证明材料,(节能)项目、(边界)范围、项目、(改造)后、(申报)项目、前、(连续)3个月、以上、(能耗统计)报表、复印件、(生产)时间、产品产量、(总耗)能量、信息、(相关)台账、材料,,8
640#并自行留存满足现场审核要求的详细台账证明资料备查（循环经济项目不要求）,现场、(审核要求的详细)台账、(详细)台账、资料、(循环经济)项目,,
640#（9）企业工商营业执照（非企业单位提供组织机构代码证）复印件,(9）企业工商)营业执照、(企业工商)营业执照、(非企业)单位、(组织)机构、代码证、复印件,,9）企业工商营业执照
640#（10）项目申报单位认为需要补充说明的材料,(项目申报)单位、(说明的)材料,,10
640#项目申报企业必须为实际承担项目的企业,(项目申报)企业、(承担项目的)企业,,
640#集团公司应具体到最小的法人单位,集团公司、(到最小的法人)单位、(法人)单位,,
640#即集团公司不能将其所属的多家子公司的项目打包成一个项目上报,集团公司、(其)所属、(多家)子公司、项目、(一个)项目,,多家子公司、
640#单家企业如有多个不同项目必须汇总整合成一个项目上报,项目、(一个)项目,,
640#即每家企业限报一个项目,(每家)企业、(一个)项目,,一个项目
641#技术出口申请条件,技术、(出口申请)条件,,
641#符合《外经贸发展专项资金管理办法》第十一条所规定的基本条件,(外经贸发展专项资金管理)办法、(规定的基本)条件、(基本)条件,,第十一、十一条
641#在中国境内（厦门市）依法登记注册,(中国)境内、厦门市、登记注册,,
641#具有独立法人资格,(独立)法人资格,,
641#按照有关规定已取得开展相关业务资格或已进行核准或备案,(有关)规定、(相关)业务、资格,,
641#按照外经贸发展专项资金规定使用方向,外、专项资金、方向,,
641#已开展相关业务,(相关)业务,,
641#近五年来无严重违法违规行为,来,,五年
641#未拖欠应缴还的财政性资金,(还的财政性)资金、(财政性)资金,,
641#按国家有关规定报送统计资料,国家有关、统计资料,,
641#根据《中华人民共和国技术进出口管理条例》（国务院令第331号）,(中华人民共和国)技术、管理条例、国务院令,,第331号
"641#已在商务部""服务贸易综合监管服务平台（技术贸易管理信息系统）""中登记2015年度实际出口额",商务部、(技术贸易管理信息)系统、中、(2015)年度、出口额,,2015年度
641#出口的技术应当在2015年1月1日至2015年12月31日期间取得银行出具的收汇凭证,(出口的)技术、2015年1月1日、(至2015年12月31日)期间、银行、(出具的收汇)凭证、(收汇)凭证,,
641#企业的技术出口收汇额在50万美元以上（含50万美元）,(企业的)技术、(技术出口)收汇额、以上,,50万美元、50万美元以上（含50万美元
641#技术进口申请条件,(技术进口)申请、条件,,
641#符合《外经贸发展专项资金管理办法》第十一条所规定的基本条件,(外经贸发展专项资金管理)办法、(规定的基本)条件、(基本)条件,,第十一、十一条
641#在中国境内（厦门市）依法登记注册,(中国)境内、厦门市、登记注册,,
641#具有独立法人资格,(独立)法人资格,,
641#按照有关规定已取得开展相关业务资格或已进行核准或备案,(有关)规定、(相关)业务、资格,,
641#按照外经贸发展专项资金规定使用方向,外、专项资金、方向,,
641#已开展相关业务,(相关)业务,,
641#近五年来无严重违法违规行为,来,,五年
641#未拖欠应缴还的财政性资金,(还的财政性)资金、(财政性)资金,,
641#按国家有关规定报送统计资料,国家有关、统计资料,,
641#以一般贸易方式、边境贸易方式进口列入国家发展改革委、财政部、商务部发布的《鼓励进口技术和产品目录（2016年版）》中的自非关联企业引进列入《目录》中的技术,(一般贸易)方式、(边境贸易)方式、国家发展改革委、财政部、商务部、(进口)技术、产品目录、(2016年)版、(非关联)企业、(目录》中的)技术、(中的)技术,,
641#进口技术的,(进口)技术,,
641#申请企业应当是《技术进口合同登记证书》上的技术使用单位,(申请)企业、(技术进口)合同、(上的技术使用)单位、(使用)单位,,
641#申请进口贴息的进口技术应当在2015年7月1日至2016年6月30日期间执行合同,(申请进口贴息的进口)技术、(进口)技术、2015年7月1日、(至2016年6月30日)期间、合同,,
641#并取得银行出具的付汇凭证,银行、(出具的付汇)凭证、(付汇)凭证,,
641#技术进口合同中不含违反《中华人民共和国技术进出口管理条例》（国务院令第331号）规定的条款,(技术进口)合同、中、(中华人民共和国)技术、管理条例、国务院令、(规定的)条款,,第331号
641#符合以上条件的技术进口总额不低于100万美元,(符合以上条件的技术进口)总额,不低于,100万美元
644#申报对象,(申报)对象,,
644#2016年1月1日至2016年8月31日期间（电子信息行业项目并购时间为2014年5月10日之后）完成的工业和信息化领域企业兼并重组项目,(2016年1月1日至2016年8月31日期间（电子信息行业项目并购时间为2014年5月10日之后）完成的工业和信息化领域企业兼并重组)项目、(期间（电子信息行业项目并购时间为2014年5月10日之后）完成的工业和信息化领域企业兼并重组)项目、(电子信息)行业、(2014年5月10日)之后、(完成的工业和信息化领域企业兼并重组)项目、(工业和信息化领域企业兼并重组)项目、(信息化)领域、企业、(兼并重组)项目,,
644#股权并购项目,(股权并购)项目,,
644#我省企业通过购买境内外企业的股权或向境内外企业以增资扩股方式投资,(我省)企业、(境内外)企业、股权、(境内外)企业、(增资扩股)方式,,
644#获得该企业的实际控制权,(该)企业、(实际)控制权,,
644#以企业完成工商登记变更为准,企业、工商登记,,
644#资产并购项目,(资产并购)项目,,
644#我省企业通过购买境内外企业资产,(我省)企业、(境内外)企业、资产,,
644#在当地进行运营生产或转移至福建境内进行运营生产,当地、(福建)境内,,
644#以取得该企业的先进技术、设备、品牌和市场等,(该)企业、(先进)技术、设备、品牌、市场,,
644#以企业完成资产权属变更为准,企业、(资产)权属,,
644#合并（兼并）项目：一家或多家企业（被合并企业）将其全部资产和负债转让给我省另一家现存企业或在我省新设企业（合并企业）,项目、一家、(多家)企业、(合并)企业、(其全部)资产、企业、(我省新设)企业、企业,,
644#实现两个或两个以上企业在省内依法合并（兼并）,企业、省内,,两个、两个或两个
644#以企业完成工商登记变更为准,企业、工商登记,,
644#申报条件,(申报)条件,,
644#申报项目发生的并购行为符合国家法定程序,(申报)项目、(发生的并购行为)符合国家、(并购)行为、法定程序,,
644#符合国家和我省产业政策和产业发展规划,符合国家、(我省)产业政策、产业、规划,,
644#申报企业应并购一家或多家企业,(申报)企业、一家、(多家)企业,,
644#并购金额达到2000万元以上（软件和信息服务业项目并购金额在1000万元以上）,(并购)金额、(软件和信息服务业)项目、(信息)服务业、(项目并购)金额,,2000万元以上、1000万元以上
644#股权并购项目应取得被并购企业50%以上股权（不含50%）或相对控股被并购企业、拥有被并购企业的实际控制权,股权、(并购)项目、(并购)企业、股权、(并购)企业、(被并购企业的实际)控制权、(实际)控制权,,50%
644#资产并购及合并（兼并）项目应取得被并购企业100%资产所有权,资产、项目、(被并购企业100%资产)所有权,,
644#申报项目并购前并购企业与被并购企业间不存在关联关系,(申报)项目、(并购)前、企业、(并购)企业、间、(关联)关系,,
644#并购行为不属于《企业会计准则第36号—关联方披露（2006）》规定的关联方交易,(并购)行为、(企业会计)准则、关联方、(规定的)关联方,,第36、36号、2006
644#被并购企业应设立并正常运营1年以上,(并购)企业、(1年)以上,,
644#科技型并购项目被并购境内企业应属国家认定的高新技术企业,(科技型并购)项目、(境内)企业、国家、(认定的高新技术)企业、(高新技术)企业,,
644#被并购境外企业从事行业属于国家规定的高新技术范围,(境外)企业、行业、国家、(规定的高新技术)范围、(高新技术)范围,,
644#上年度营业收入达2000万人民币（软件和信息服务业上年度业务收入在1000万元人民币）以上或拥有至少1项以上发明专利技术的企业,(上)年度、营业收入、(2000万)人民币、(软件和信息服务业)上、(信息)服务业、(上)年度、人民币、(以上或拥有至少1项以上发明专利技术的)企业,,2000万人民币、1000万元、1000万元人民币）以上或拥有至少1项
644#电子信息行业项目并购后企业必须统一经营并正常运营一年以上,(电子信息)行业、项目、(并购)后、企业、(一年)以上,,
644#申报项目不属于行政划转类企业重组项目,(申报)项目、行政、(划转类企业重组)项目、(重组)项目,,
645#申报代码表及联系方式,代码表、联系方式,,
645#业务处室,(业务处)室,,
645#计划类别,(计划)类别,,
645#重点领域,(重点)领域,,
645#优先主题,主题,,
645#代码,代码,,
645#高新处,高新处,,
645#科技创新平台建设计划,科技、平台、(建设)计划,,
645#高新技术与工业科技计划项目,(高新技术与工业科技计划)项目、(工业)科技、项目,,
645#2016年第一批互联网孵化器科技创新平台认定资助,(2016年第一批互联网孵化器科技创新)平台,,第一批
645#2016H80201,,,2016H80201、80201
645#2016年第二批互联网孵化器科技创新平台认定资助,2016年、科技、平台,,
645#2016H80202,,,2016H80202、80202
645#福建省高新技术创业服务中心,(福建省)高新技术、中心,,
645#联系人：赵伟伟,(联系人：)赵伟伟,,
645#刘旭,刘旭,,
645#地址：福州市工业路611号高新技术创业园主楼906室,地址、(福州市工业路611号高新技术创业园)主楼、室,,611号
645#联系电话：0591-87645581,联系电话,,0591-87645581
645#87645522,,,87645522
645#高新处,高新处,,
645#联系人：黄绍才,(联系人：)黄绍才,,
645#联系电话：0591-87881286,联系电话,,0591-87881286
645#福建省科学技术厅,(福建省)科学技术厅,,
645#2016年7月22日,2016年7月22日,,
648#申报要求,(申报)要求,,
648#2016年工业科技发展专项资金（含企业技术改造设备投资补助、鞋业企业“机器换工”补助、举办“手拉手”活动补助、采购地产消费品奖励、工业设计大赛奖励）申报要求如下：企业技术改造设备投资补助申报条件,2016年、(工业)科技、专项资金、(企业技术改造)设备、投资、(鞋业)企业、机器、(采购地产)消费品、工业、(企业技术改造)设备、补助、(申报)条件,,
648#（1）制造业投资项目按现行投资管理规定完成备案或核准,(制造业)投资、项目,,1
648#已开工建设,,,
648#原则上为列入2016年市经信委跟踪的市级以上重点技改项目,(原则)上、2016年、市经信委、(跟踪的市级以上重点技改)项目、(市级)以上、项目,,
648#（2）2015年9月1日起完成设备投资额500万元以上,2015年9月1日、起、(设备)投资额,,2、500万元以上
648#（3）项目承担企业（或新建项目的控股投资方）2015年已缴税收（含政策性税收优惠及退税部分）在100万元以上,项目、企业、(新建)项目、(控股)投资方、2015年、税收、(政策性)税收、(退税)部分、以上,,3、100万元
648#补助标准,(补助)标准,,
648#根据资金盘子,(资金)盘子,,
648#在符合条件申报企业中,(符合条件申报)企业、中,,
648#根据专家评审意见进行综合排序,(专家评审)意见,,
648#优先支持年内投产的336产业类科技成果转化、战略性新兴产业、扩大先进产能等项目,(年)内、(投产的336产业)类、(336产业)类、科技成果、(转化、战略性新兴产业、扩大先进产能等)项目、(战略性)新兴产业、项目,,336产业类
648#按设备投资额的5%给予补助,(设备)投资额,,5%
648#单个企业补助金额不超过100万元（省、市两级不重复安排补助资金）,(单个)企业、金额、省、市、(补助)资金,,100万元
648#申报材料,申报材料,,
648#（1）莆田市企业技术改造设备投资补助申请表（附件1）,(1）莆田市企业技术改造设备投资补助)申请表、(莆田市)企业、申请表、附件,,1）莆田市企业技术改造设备投资补助申请表、1
648#（2）项目备案（审批或核准）文件复印件,项目、(文件)复印件,,2
648#（3）税务机关出具的2015年企业已缴税收证明材料,税务机关、(出具的2015年)企业、(2015年)企业、税收、材料,,3
648#（4）新建项目投资企业提交控股股权证明材料,(新建)项目、企业、(控股)股权、材料,,4
648#（5）购置主要设备发票复印件（需发票汇总表）,(主要)设备、复印件、(发票)汇总表,,5
648#（6）企业法人营业执照复印件,(6）企业法人营业执照)复印件、(企业法人)营业执照、复印件,,6）企业法人营业执照复印件
648#鞋业企业“机器换工”补助申报条件,(鞋业)企业、机器、(换工”)补助、(补助申报)条件,,
648#（1）已列入我市规模以上工业企业统计范围的鞋业制造业企业,(我市)规模、(鞋业)制造业、企业,,1
648#注册地在莆田市,注册地、莆田市,,
648#具有独立企业法人资格,(独立)企业、法人资格,,
648#（2）自2015年11月10日起,2015年11月10日、起,,2
648#购买相关智能化、自动化设备投资额200万元及以上,(相关智能化、自动化)设备、(设备)投资额、以上,,200万元
648#或购买信息化系统软件及相关设备投资额200万元及以上,(信息化)系统、(相关)设备、投资额、以上,,200万元
648#补助标准,(补助)标准,,
648#按项目投资额给予10%补助,(项目)投资额,,10%补助
648#单个企业补助金额最高不超过100万元（已获2016年省级企业技术改造专项切块资金的项目不予重复享受,(单个)企业、金额、(2016年省级企业技术改造专项切块)资金、项目,,100万元
648#市级鞋业龙头标杆企业除外）,(市级鞋业龙头标杆)企业,,
648#申报材料,申报材料,,
648#（1）莆田市鞋业企业“机器换工”项目补助申请表（附件2）,(1）莆田市鞋业企业“机器换工”项目补助)申请表、(莆田市鞋业)企业、机器、(换工”)项目、(项目补助)申请表、附件,,1）莆田市鞋业企业“机器换工”项目补助申请表、2
648#（2）企业法人营业执照（复印件）,(企业)法人、执照、复印件,,2
648#（3）购置设备（或软件）清单、发票（复印件及汇总表）,(3）购置)设备、(购置)设备、软件、清单、发票、复印件、汇总表,,3）购置设备
648#举办“手拉手”活动补助申报条件,(活动)补助、(申报)条件,,
648#市内行业协会、龙头企业举办产品推介、展览展销、供需对接、协作配套对接等各种“手拉手”活动,(市内行业)协会、龙头企业、产品推介、供需,,
648#方案在活动举办前报市经信委备案,方案、(举办)前、市经信委,,
648#活动未获得省级财政资金补助,(省级)财政资金、补助,,
648#补助标准,(补助)标准,,
648#（1）举办产品推介、展览展销等活动,产品推介,,1）举办产品推介、展览展销等活动
648#单场活动时间持续5天及以上,单场、时间、以上,,5天
"648#活动费用超过150万元的予以一次性30万元补助,活动费用100万元至150万元的予以一次性20万元补助,活动费用50万元至100万元的予以一次性10万元补助",(活动)费用、(活动)费用、(活动)费用、(一次性10万元)补助,,150万元、30万元、、150万元的予以一次性30万元、、50万元的予以一次性30万元、、
648#单场活动持续时间5天以内,单场、以内,,5天
648#活动费用超过50万元的予以一次性10万元补助,(活动)费用、(一次性10万元)补助,,50万元、10万元
648#（2）举办供需对接、协作配套等活动,供需,,2
648#参加活动的本市制造业企业达30家及以上的,(参加活动的本市制造业)企业、(本市制造业)企业、以上,,30家
648#单场活动予以一次性5万元补助,单场、(一次性5万元)补助,,5万元
648#申报材料,申报材料,,
648#（1）莆田市举办“手拉手”活动补助申请表（附件3）,莆田市、(活动补助)申请表、附件,,1、3
648#（2）活动主办单位企业法人营业执照或社团法人证（复印件）,(主办单位)企业、执照、(社团)法人证、复印件,,2
648#（3）活动方案及报告文件,(3）活动)方案、(活动)方案、报告文件,,3）活动方案
648#（4）举办产品推介、展览展销等活动的,产品推介,,4）举办产品推介、展览展销等活动
648#需提供活动现场全景照片与主席台（或组委会）照片各1张,(活动)现场、照片、主席台、组委会、照片,,1张
648#举办供需对接、协作配套等活动的,供需,,
648#需提供参会企业代表签到单及其联系方式、活动现场全景照片与主席台（或组委会）照片各1张,(参会)企业、代表、联系方式、(活动)现场、照片、主席台、组委会、照片,,1张
648#（5）活动相关费用发票（复印件及汇总表）,(5）活动相关费用)发票、(活动相关费用)发票、复印件、汇总表,,5）活动相关费用发票
648#采购地产消费品奖励申报条件,(地产)消费品、(申报)条件,,
"648#（1）已列入我市规模以上工业企业统计范围的企业,注册地在莆田市",(我市)规模、企业、注册地、莆田市,,1
648#具有独立企业法人资格,(独立)企业、法人资格,,
648#（2）2016年1月1日起向本市制造业企业直接采购鞋类、服装、食品、日用品等消费品金额（按企业已付货款金额）达50万元以上的,2016年1月1日、起、(本市制造业)企业、(鞋类、服装、食品、日用品等)消费品、(消费品)金额、企业、(付货款)金额,,2、50万元以上
648#奖励标准,标准,,
648#按采购额（已付货款金额）2%给予奖励,采购额、(已付货款)金额,,2%
648#单个企业奖励不超过10万元,(单个)企业,,10万元
648#申报材料,申报材料,,
648#（1）莆田市企业采购地产消费品奖励申请表（附件4）,(1）莆田市企业采购地产消费品奖励)申请表、(莆田市)企业、(采购地产消费品奖励)申请表、(奖励)申请表、附件,,1）莆田市企业采购地产消费品奖励申请表、4
648#（2）企业法人营业执照（复印件）,(企业)法人、执照、复印件,,2
648#（3）企业采购合同（复印件）,(3）企业采购)合同、(企业采购)合同、复印件,,3）企业采购合同
648#（4）企业支付货款发票（复印件及汇总表）,企业、(货款)发票、复印件、汇总表,,4
648#工业设计大赛奖励申报条件,工业、(申报)条件,,
648#2015年度参加德国红点、IF、美国IDEA、日本优良设计、中国设计红星奖等具有国际影响力的国家级工业设计大赛和福建省“海峡杯”工业设计大赛并获得奖项的在我市工商注册登记、具有独立法人企业,(2015)年度、红点、IF、美国、日本、中国、红星奖、影响力、工业、福建省、(海峡杯”)工业、奖项、工商、(独立法人)企业,,2015年度
648#奖励标准,标准,,
648#（1）对获得国家级奖项的给予50万元奖励,(国家级)奖项,,1、50万元
648#（2）对获得省级奖项的给予10万元奖励,(省级)奖项,,2、10万元
648#申报材料,申报材料,,
648#（1）莆田市工业设计大赛奖励项目资金申请表（附件5）,(莆田市)工业、(项目)资金、申请表、附件,,1、5
648#（2）企业法人营业执照（复印件）,(企业)法人、执照、复印件,,2
648#（3）企业获奖证书（或文件）复印件,(3）企业获奖)证书、(企业获奖)证书、文件、复印件,,3）企业获奖证书
648#申报要求,(申报)要求,,
648#2016年工业科技发展专项资金（含企业技术改造设备投资补助、鞋业企业“机器换工”补助、举办“手拉手”活动补助、采购地产消费品奖励、工业设计大赛奖励）申报要求如下：企业技术改造设备投资补助申报条件,2016年、(工业)科技、专项资金、(企业技术改造)设备、投资、(鞋业)企业、机器、(采购地产)消费品、工业、(企业技术改造)设备、补助、(申报)条件,,
648#（1）制造业投资项目按现行投资管理规定完成备案或核准,(制造业)投资、项目,,1
648#已开工建设,,,
648#原则上为列入2016年市经信委跟踪的市级以上重点技改项目,(原则)上、2016年、市经信委、(跟踪的市级以上重点技改)项目、(市级)以上、项目,,
648#（2）2015年9月1日起完成设备投资额500万元以上,2015年9月1日、起、(设备)投资额,,2、500万元以上
648#（3）项目承担企业（或新建项目的控股投资方）2015年已缴税收（含政策性税收优惠及退税部分）在100万元以上,项目、企业、(新建)项目、(控股)投资方、2015年、税收、(政策性)税收、(退税)部分、以上,,3、100万元
648#补助标准,(补助)标准,,
648#根据资金盘子,(资金)盘子,,
648#在符合条件申报企业中,(符合条件申报)企业、中,,
648#根据专家评审意见进行综合排序,(专家评审)意见,,
648#优先支持年内投产的336产业类科技成果转化、战略性新兴产业、扩大先进产能等项目,(年)内、(投产的336产业)类、(336产业)类、科技成果、(转化、战略性新兴产业、扩大先进产能等)项目、(战略性)新兴产业、项目,,336产业类
648#按设备投资额的5%给予补助,(设备)投资额,,5%
648#单个企业补助金额不超过100万元（省、市两级不重复安排补助资金）,(单个)企业、金额、省、市、(补助)资金,,100万元
648#申报材料,申报材料,,
648#（1）莆田市企业技术改造设备投资补助申请表（附件1）,(1）莆田市企业技术改造设备投资补助)申请表、(莆田市)企业、申请表、附件,,1）莆田市企业技术改造设备投资补助申请表、1
648#（2）项目备案（审批或核准）文件复印件,项目、(文件)复印件,,2
648#（3）税务机关出具的2015年企业已缴税收证明材料,税务机关、(出具的2015年)企业、(2015年)企业、税收、材料,,3
648#（4）新建项目投资企业提交控股股权证明材料,(新建)项目、企业、(控股)股权、材料,,4
648#（5）购置主要设备发票复印件（需发票汇总表）,(主要)设备、复印件、(发票)汇总表,,5
648#（6）企业法人营业执照复印件,(6）企业法人营业执照)复印件、(企业法人)营业执照、复印件,,6）企业法人营业执照复印件
648#鞋业企业“机器换工”补助申报条件,(鞋业)企业、机器、(换工”)补助、(补助申报)条件,,
648#（1）已列入我市规模以上工业企业统计范围的鞋业制造业企业,(我市)规模、(鞋业)制造业、企业,,1
648#注册地在莆田市,注册地、莆田市,,
648#具有独立企业法人资格,(独立)企业、法人资格,,
648#（2）自2015年11月10日起,2015年11月10日、起,,2
648#购买相关智能化、自动化设备投资额200万元及以上,(相关智能化、自动化)设备、(设备)投资额、以上,,200万元
648#或购买信息化系统软件及相关设备投资额200万元及以上,(信息化)系统、(相关)设备、投资额、以上,,200万元
648#补助标准,(补助)标准,,
648#按项目投资额给予10%补助,(项目)投资额,,10%补助
648#单个企业补助金额最高不超过100万元（已获2016年省级企业技术改造专项切块资金的项目不予重复享受,(单个)企业、金额、(2016年省级企业技术改造专项切块)资金、项目,,100万元
648#市级鞋业龙头标杆企业除外）,(市级鞋业龙头标杆)企业,,
648#申报材料,申报材料,,
648#（1）莆田市鞋业企业“机器换工”项目补助申请表（附件2）,(1）莆田市鞋业企业“机器换工”项目补助)申请表、(莆田市鞋业)企业、机器、(换工”)项目、(项目补助)申请表、附件,,1）莆田市鞋业企业“机器换工”项目补助申请表、2
648#（2）企业法人营业执照（复印件）,(企业)法人、执照、复印件,,2
648#（3）购置设备（或软件）清单、发票（复印件及汇总表）,(3）购置)设备、(购置)设备、软件、清单、发票、复印件、汇总表,,3）购置设备
648#举办“手拉手”活动补助申报条件,(活动)补助、(申报)条件,,
648#市内行业协会、龙头企业举办产品推介、展览展销、供需对接、协作配套对接等各种“手拉手”活动,(市内行业)协会、龙头企业、产品推介、供需,,
648#方案在活动举办前报市经信委备案,方案、(举办)前、市经信委,,
648#活动未获得省级财政资金补助,(省级)财政资金、补助,,
648#补助标准,(补助)标准,,
648#（1）举办产品推介、展览展销等活动,产品推介,,1）举办产品推介、展览展销等活动
648#单场活动时间持续5天及以上,单场、时间、以上,,5天
"648#活动费用超过150万元的予以一次性30万元补助,活动费用100万元至150万元的予以一次性20万元补助,活动费用50万元至100万元的予以一次性10万元补助",(活动)费用、(活动)费用、(活动)费用、(一次性10万元)补助,,150万元、30万元、、150万元的予以一次性30万元、、50万元的予以一次性30万元、、
648#单场活动持续时间5天以内,单场、以内,,5天
648#活动费用超过50万元的予以一次性10万元补助,(活动)费用、(一次性10万元)补助,,50万元、10万元
648#（2）举办供需对接、协作配套等活动,供需,,2
648#参加活动的本市制造业企业达30家及以上的,(参加活动的本市制造业)企业、(本市制造业)企业、以上,,30家
648#单场活动予以一次性5万元补助,单场、(一次性5万元)补助,,5万元
648#申报材料,申报材料,,
648#（1）莆田市举办“手拉手”活动补助申请表（附件3）,莆田市、(活动补助)申请表、附件,,1、3
648#（2）活动主办单位企业法人营业执照或社团法人证（复印件）,(主办单位)企业、执照、(社团)法人证、复印件,,2
648#（3）活动方案及报告文件,(3）活动)方案、(活动)方案、报告文件,,3）活动方案
648#（4）举办产品推介、展览展销等活动的,产品推介,,4）举办产品推介、展览展销等活动
648#需提供活动现场全景照片与主席台（或组委会）照片各1张,(活动)现场、照片、主席台、组委会、照片,,1张
648#举办供需对接、协作配套等活动的,供需,,
648#需提供参会企业代表签到单及其联系方式、活动现场全景照片与主席台（或组委会）照片各1张,(参会)企业、代表、联系方式、(活动)现场、照片、主席台、组委会、照片,,1张
648#（5）活动相关费用发票（复印件及汇总表）,(5）活动相关费用)发票、(活动相关费用)发票、复印件、汇总表,,5）活动相关费用发票
648#采购地产消费品奖励申报条件,(地产)消费品、(申报)条件,,
"648#（1）已列入我市规模以上工业企业统计范围的企业,注册地在莆田市",(我市)规模、企业、注册地、莆田市,,1
648#具有独立企业法人资格,(独立)企业、法人资格,,
648#（2）2016年1月1日起向本市制造业企业直接采购鞋类、服装、食品、日用品等消费品金额（按企业已付货款金额）达50万元以上的,2016年1月1日、起、(本市制造业)企业、(鞋类、服装、食品、日用品等)消费品、(消费品)金额、企业、(付货款)金额,,2、50万元以上
648#奖励标准,标准,,
648#按采购额（已付货款金额）2%给予奖励,采购额、(已付货款)金额,,2%
648#单个企业奖励不超过10万元,(单个)企业,,10万元
648#申报材料,申报材料,,
648#（1）莆田市企业采购地产消费品奖励申请表（附件4）,(1）莆田市企业采购地产消费品奖励)申请表、(莆田市)企业、(采购地产消费品奖励)申请表、(奖励)申请表、附件,,1）莆田市企业采购地产消费品奖励申请表、4
648#（2）企业法人营业执照（复印件）,(企业)法人、执照、复印件,,2
648#（3）企业采购合同（复印件）,(3）企业采购)合同、(企业采购)合同、复印件,,3）企业采购合同
648#（4）企业支付货款发票（复印件及汇总表）,企业、(货款)发票、复印件、汇总表,,4
648#工业设计大赛奖励申报条件,工业、(申报)条件,,
648#2015年度参加德国红点、IF、美国IDEA、日本优良设计、中国设计红星奖等具有国际影响力的国家级工业设计大赛和福建省“海峡杯”工业设计大赛并获得奖项的在我市工商注册登记、具有独立法人企业,(2015)年度、红点、IF、美国、日本、中国、红星奖、影响力、工业、福建省、(海峡杯”)工业、奖项、工商、(独立法人)企业,,2015年度
648#奖励标准,标准,,
648#（1）对获得国家级奖项的给予50万元奖励,(国家级)奖项,,1、50万元
648#（2）对获得省级奖项的给予10万元奖励,(省级)奖项,,2、10万元
648#申报材料,申报材料,,
648#（1）莆田市工业设计大赛奖励项目资金申请表（附件5）,(莆田市)工业、(项目)资金、申请表、附件,,1、5
648#（2）企业法人营业执照（复印件）,(企业)法人、执照、复印件,,2
648#（3）企业获奖证书（或文件）复印件,(3）企业获奖)证书、(企业获奖)证书、文件、复印件,,3）企业获奖证书
648#申报要求,(申报)要求,,
648#2016年工业科技发展专项资金（含企业技术改造设备投资补助、鞋业企业“机器换工”补助、举办“手拉手”活动补助、采购地产消费品奖励、工业设计大赛奖励）申报要求如下：企业技术改造设备投资补助申报条件,2016年、(工业)科技、专项资金、(企业技术改造)设备、投资、(鞋业)企业、机器、(采购地产)消费品、工业、(企业技术改造)设备、补助、(申报)条件,,
648#（1）制造业投资项目按现行投资管理规定完成备案或核准,(制造业)投资、项目,,1
648#已开工建设,,,
648#原则上为列入2016年市经信委跟踪的市级以上重点技改项目,(原则)上、2016年、市经信委、(跟踪的市级以上重点技改)项目、(市级)以上、项目,,
648#（2）2015年9月1日起完成设备投资额500万元以上,2015年9月1日、起、(设备)投资额,,2、500万元以上
